record_id,filing_status,age,state,gross_income,investment_income,business_income,total_deductions,retirement_contributions,dependents,taxable_income,tax_liability,effective_tax_rate,is_anomaly
REC02190,Single,29,IL,266967.6,6883.2,0.0,42192.49,1490.56,2,223058.31,49065.16,0.1838,0
REC02191,HeadOfHousehold,56,TX,61564.83,6556.73,0.0,9577.55,11946.27,0,58544.01,7932.68,0.1289,0
REC02192,MarriedJointly,57,GA,31515.68,237.31,4055.7,6822.18,6890.64,3,16086.51,1698.38,0.0539,0
REC02193,MarriedJointly,48,TX,23915.27,0.0,5600.84,2000.0,8965.84,0,27516.11,3069.93,0.1284,0
REC02194,Single,35,TX,143189.47,3146.09,0.0,20175.68,16808.62,2,117559.88,21256.87,0.1485,0
REC02195,Single,44,CA,37913.13,0.0,0.0,4521.53,13145.77,0,33391.6,3774.99,0.0996,0
REC02196,MarriedJointly,41,CA,62010.75,0.0,0.0,7256.31,8842.12,0,54754.44,7098.98,0.1145,0
REC02197,MarriedSeparately,27,FL,128623.16,0.0,0.0,31069.14,2507.72,0,97554.02,16514.88,0.1284,0
REC02198,MarriedJointly,45,PA,40643.46,0.0,0.0,6718.57,2574.66,0,33924.89,3838.99,0.0945,0
REC02199,Single,44,FL,57714.11,0.0,0.0,5849.29,12648.18,0,51864.82,6463.26,0.112,0
REC02200,HeadOfHousehold,57,WA,59085.76,0.0,0.0,18687.15,6392.74,0,40398.61,4615.83,0.0781,0
REC02201,Single,33,IL,103430.96,9739.08,0.0,32295.76,7326.34,2,72274.28,10953.34,0.1059,0
REC02202,Single,23,WA,96047.24,0.0,0.0,29653.52,3418.13,0,66393.72,9659.62,0.1006,0
REC02203,Single,48,WA,50206.96,9879.47,3844.28,8395.78,9783.4,3,42634.93,4884.19,0.0973,0
REC02204,MarriedJointly,53,FL,63001.84,0.0,9011.61,72492.95,12565.65,0,67786.36,9966.0,0.1582,1
REC02205,HeadOfHousehold,50,GA,44470.3,0.0,12618.05,3647.57,14094.2,1,49140.78,5863.97,0.1319,0
REC02206,Single,71,WA,18359.64,0.0,0.0,2438.43,6207.4,2,7321.21,732.12,0.0399,0
REC02207,MarriedSeparately,67,GA,73576.48,434.43,0.0,8534.21,10579.51,3,52576.7,6619.87,0.09,0
REC02208,Single,61,FL,272053.33,0.0,0.0,80000.0,7619.65,0,192053.33,39143.57,0.1439,0
REC02209,HeadOfHousehold,61,GA,29525.95,0.0,11981.32,10213.25,11521.11,1,26994.02,3007.28,0.1019,0
REC02210,MarriedJointly,65,WA,32259.77,0.0,0.0,9516.7,7984.13,0,22743.07,2497.17,0.0774,0
REC02211,MarriedSeparately,54,OH,29834.41,0.0,7687.66,8024.1,4703.5,0,29497.97,3307.76,0.1109,0
REC02212,Single,50,CA,106902.6,3087.08,0.0,24222.77,13280.63,2,77166.91,12029.72,0.1125,0
REC02213,HeadOfHousehold,54,FL,85715.45,0.0,0.0,24083.68,8394.16,0,61631.77,8611.99,0.1005,0
REC02214,MarriedJointly,57,FL,52742.13,0.0,0.0,17621.67,6594.16,0,35120.46,3982.46,0.0755,0
REC02215,Single,38,TX,28726.77,8045.87,0.0,6618.75,8711.12,0,30153.89,3386.47,0.1179,0
REC02216,MarriedSeparately,31,NY,64466.53,0.0,26013.03,6213.54,5053.44,0,84266.02,13591.52,0.2108,0
REC02217,Single,22,OH,17125.13,1813.34,0.0,2000.0,9661.01,0,16938.47,1800.62,0.1051,0
REC02218,MarriedSeparately,64,OH,67153.83,3165.1,34827.19,15120.28,7214.8,2,81425.84,12966.68,0.1931,0
REC02219,Single,74,CA,120236.93,10350.22,0.0,18040.42,4820.82,0,112546.73,20053.72,0.1668,0
REC02220,MarriedJointly,38,TX,22005.35,0.0,0.0,7109.36,17507.6,1,10595.99,1059.6,0.0482,0
REC02221,MarriedJointly,63,FL,17570.65,10997.66,9753.71,4102.62,3970.83,2,25619.4,2842.33,0.1618,0
REC02222,Single,49,IL,211832.32,0.0,0.0,53582.52,9413.13,1,153949.8,29990.45,0.1416,0
REC02223,Single,59,NY,36702.21,5674.4,3429.98,2000.0,8227.19,2,35206.59,3992.79,0.1088,0
REC02224,Single,57,PA,148562.09,0.0,0.0,29661.1,3897.61,1,114600.99,20546.74,0.1383,0
REC02225,MarriedJointly,66,NY,52934.04,0.0,0.0,9493.69,6650.68,1,39140.35,4464.84,0.0843,0
REC02226,Single,48,OH,52598.15,9807.77,0.0,13768.17,2629.79,0,48637.75,5753.3,0.1094,0
REC02227,MarriedJointly,64,IL,85027.51,0.0,3291.58,14011.82,16265.96,3,61407.27,8562.6,0.1007,0
REC02228,Single,58,OH,29519.34,2131.11,0.0,10124.32,6928.17,3,8626.13,862.61,0.0292,0
REC02229,Single,67,PA,66569.23,3863.69,0.0,16712.93,7268.75,1,49419.99,5925.4,0.089,0
REC02230,MarriedJointly,46,WA,44126.18,0.0,4659.97,10942.21,15780.81,0,37843.94,4309.27,0.0977,0
REC02231,Single,55,WA,20818.67,0.0,0.0,6782.77,4704.09,0,14035.9,1452.31,0.0698,0
REC02232,HeadOfHousehold,24,NY,78431.87,0.0,10638.83,27338.33,13177.64,1,57432.37,7688.12,0.098,0
REC02233,MarriedSeparately,50,FL,48501.68,2551.12,0.0,5303.47,10370.11,2,37149.33,4225.92,0.0871,0
REC02234,MarriedJointly,56,OH,52806.0,0.0,0.0,15480.6,84.06,1,33025.4,3731.05,0.0707,0
REC02235,MarriedJointly,64,WA,22739.78,0.0,0.0,2244.32,6515.64,1,16195.46,1711.46,0.0753,0
REC02236,MarriedSeparately,62,GA,213869.29,476.49,0.0,40017.73,9746.42,1,170028.05,33849.23,0.1583,0
REC02237,Single,72,NY,120737.17,3615.63,0.0,9665.69,8142.29,0,114687.11,20567.41,0.1703,0
REC02238,Single,31,NC,129485.57,330.04,0.0,30689.54,8153.04,2,90526.07,14968.74,0.1156,0
REC02239,Single,74,NY,46893.96,2203.53,0.0,8935.9,5571.34,0,40161.59,4587.39,0.0978,0
REC02240,MarriedJointly,59,OH,15012.73,0.0,0.0,3582.18,5148.51,1,7130.55,713.06,0.0475,0
REC02241,Single,59,OH,285596.11,0.0,0.0,72366.69,6766.37,0,213229.42,45919.91,0.1608,0
REC02242,MarriedJointly,22,PA,57017.98,0.0,0.0,13446.53,15845.24,0,43571.45,4996.57,0.0876,0
REC02243,HeadOfHousehold,22,IL,32891.19,2802.25,0.0,4545.85,4369.3,0,31147.59,3505.71,0.1066,0
REC02244,MarriedSeparately,53,PA,83570.12,1285.89,27298.7,25161.94,6071.18,3,74092.77,11353.41,0.1359,0
REC02245,MarriedJointly,43,PA,152313.57,3042.95,0.0,32824.47,8115.39,1,118232.05,21418.19,0.1406,0
REC02246,Single,40,IL,58780.15,15315.22,0.0,11577.07,2147.39,0,62518.3,8807.03,0.1498,0
REC02247,MarriedSeparately,56,GA,166518.24,0.0,0.0,57635.15,9727.79,2,100283.09,17115.28,0.1028,0
REC02248,MarriedJointly,27,WA,142400.67,0.0,0.0,19231.55,2847.98,1,118869.12,21571.09,0.1515,0
REC02249,Single,55,WA,25308.49,0.0,0.0,5274.52,3651.03,1,15733.97,1656.08,0.0654,0
REC02250,Single,36,IL,34925.34,0.0,61238.83,8895.39,3458.98,1,82968.78,13306.13,0.381,0
REC02251,HeadOfHousehold,65,NC,128801.76,3740.65,2530.39,11278.88,1437.68,0,123793.92,22753.04,0.1767,0
REC02252,MarriedJointly,74,FL,6835.67,0.0,0.0,2000.0,13073.31,0,4835.67,483.57,0.0707,0
REC02253,MarriedSeparately,63,NC,53126.73,7586.98,0.0,15433.67,10086.36,0,45280.04,5201.6,0.0979,0
REC02254,MarriedSeparately,72,NC,19059.77,1889.41,0.0,2306.76,11689.55,1,14342.42,1489.09,0.0781,0
REC02255,MarriedJointly,74,GA,40894.75,0.0,10186.52,8096.63,11325.05,0,42984.64,4926.16,0.1205,0
REC02256,MarriedJointly,66,TX,47143.15,0.0,0.0,11276.13,7327.56,1,31567.02,3556.04,0.0754,0
REC02257,Single,24,NY,44954.43,0.0,44149.01,11299.24,7881.92,0,77804.2,12169.92,0.2707,0
REC02258,Single,71,GA,38491.43,0.0,0.0,10334.68,12054.85,0,28156.75,3146.81,0.0818,0
REC02259,Single,73,CA,24891.59,714.89,26760.86,7711.25,14553.72,3,31756.09,3578.73,0.1438,0
REC02260,MarriedJointly,58,WA,374568.14,0.0,4803.98,62874.2,2967.64,3,303597.92,76634.02,0.2046,0
REC02261,MarriedJointly,43,NY,266723.98,7277.4,0.0,69878.9,18079.85,0,204122.48,43005.69,0.1612,0
REC02262,MarriedSeparately,66,NY,23631.77,1750.46,0.0,6372.36,2737.4,2,10409.87,1040.99,0.0441,0
REC02263,Single,50,CA,212286.79,0.0,0.0,29737.61,6152.18,1,178249.18,35822.3,0.1687,0
REC02264,MarriedJointly,35,OH,43496.15,14427.61,21285.93,14808.15,8296.27,2,55801.54,7329.34,0.1685,0
REC02265,MarriedJointly,51,NY,66393.2,929.92,156447.53,20553.06,8663.62,0,203217.59,42716.13,0.6434,0
REC02266,MarriedJointly,36,FL,56918.79,48.02,0.0,7795.51,15855.33,0,49171.3,5870.69,0.1031,0
REC02267,MarriedJointly,71,WA,35319.87,0.0,0.0,8918.99,12047.63,2,17800.88,1904.11,0.0539,0
REC02268,Single,50,WA,131542.05,0.0,225404.91,34903.39,9651.34,2,313443.57,80080.0,0.6088,0
REC02269,MarriedJointly,35,TX,66218.11,0.0,0.0,11882.51,12141.97,1,50035.6,6060.83,0.0915,0
REC02270,Single,72,PA,40894.83,0.0,15901.65,12641.53,9383.01,2,35554.95,4034.59,0.0987,0
REC02271,Single,24,IL,21085.24,10567.47,4299.02,27030.63,5298.34,1,26231.37,2915.76,0.1383,1
REC02272,MarriedJointly,43,PA,29293.59,3052.26,14742.71,7248.59,9942.55,0,39839.97,4548.8,0.1553,0
REC02273,MarriedJointly,54,NC,16105.17,2645.8,0.0,2000.0,8270.21,0,16750.97,1778.12,0.1104,0
REC02274,HeadOfHousehold,44,NC,60462.51,0.0,0.0,10420.88,4628.58,0,50041.63,6062.16,0.1003,0
REC02275,MarriedJointly,28,NY,22986.62,0.0,0.0,32724.47,13051.16,2,10244.97,1024.5,0.0446,1
REC02276,MarriedJointly,41,OH,48414.35,267.98,4348.23,13076.64,7782.18,4,22753.92,2498.47,0.0516,0
REC02277,MarriedJointly,28,IL,179168.41,0.0,0.0,42197.45,3518.0,1,132670.96,24883.53,0.1389,0
REC02278,MarriedJointly,38,PA,156285.49,0.0,0.0,11839.9,4149.38,1,140145.59,26677.44,0.1707,0
REC02279,Single,53,GA,58347.89,0.0,0.0,8303.45,10139.98,2,41444.44,4741.33,0.0813,0
REC02280,Single,36,OH,55844.83,0.0,0.0,10717.42,12197.73,0,45127.41,5183.29,0.0928,0
REC02281,Single,34,OH,269385.75,3382.56,20797.53,73008.89,9926.61,0,220556.95,48264.72,0.1792,0
REC02282,MarriedJointly,68,NY,90817.28,0.0,0.0,24799.54,9944.93,0,66017.74,9576.9,0.1055,0
REC02283,Single,24,CA,46062.52,800.58,0.0,9081.82,4758.71,1,33481.28,3785.75,0.0822,0
REC02284,Single,46,CA,19133.3,2375.32,0.0,2000.0,8371.54,2,10908.62,1090.86,0.057,0
REC02285,Single,70,NC,82051.19,0.0,12709.07,11312.48,6679.56,0,83447.78,13411.51,0.1635,0
REC02286,HeadOfHousehold,53,TX,116245.43,1296.56,0.0,14694.32,7220.14,1,98547.67,16733.49,0.1439,0
REC02287,Single,37,OH,36122.77,0.0,0.0,10269.99,7552.83,2,17252.78,1838.33,0.0509,0
REC02288,MarriedJointly,22,NC,75581.15,4074.82,0.0,7860.13,5360.26,0,71795.84,10848.08,0.1435,0
REC02289,Single,67,IL,44763.19,0.0,0.0,8481.57,11006.67,1,31981.62,3605.79,0.0806,0
REC02290,MarriedJointly,24,IL,51677.31,1973.15,0.0,12982.15,3963.54,0,40668.31,4648.2,0.0899,0
REC02291,Single,41,CA,8182.41,0.0,0.0,2777.4,2805.49,1,1105.01,110.5,0.0135,0
REC02292,Single,49,TX,50140.03,3359.59,0.0,17537.59,4859.19,2,27362.03,3051.44,0.0609,0
REC02293,MarriedJointly,43,WA,130026.75,6866.33,0.0,43672.95,11533.58,0,93220.13,15561.43,0.1197,0
REC02294,Single,57,NY,36129.97,0.0,0.0,9591.52,9356.63,2,17938.45,1920.61,0.0532,0
REC02295,Single,62,TX,62443.73,2764.17,50267.58,17105.35,867.03,0,98370.13,16694.43,0.2674,0
REC02296,Single,74,GA,32703.57,0.0,0.0,9083.84,10389.09,0,23619.73,2602.37,0.0796,0
REC02297,Single,22,NC,79885.8,0.0,0.0,24667.25,7805.97,1,50918.55,6255.08,0.0783,0
REC02298,Single,35,PA,50351.39,3298.11,0.0,16894.69,6330.47,2,28154.81,3146.58,0.0625,0
REC02299,Single,66,CA,28243.17,1770.51,728.42,5188.6,7032.08,0,25553.5,2834.42,0.1004,0
REC02300,MarriedSeparately,36,CA,173866.18,0.0,0.0,30418.46,2665.48,0,143447.72,27469.95,0.158,0
REC02301,MarriedJointly,53,NY,125887.71,0.0,7505.17,23684.43,8692.96,1,105408.45,18340.53,0.1457,0
REC02302,MarriedJointly,39,NC,36903.98,3025.07,0.0,9150.16,2929.79,0,30778.89,3461.47,0.0938,0
REC02303,Single,69,IL,89163.82,2620.7,0.0,25200.69,6599.98,0,66583.83,9701.44,0.1088,0
REC02304,HeadOfHousehold,59,TX,92035.5,0.0,0.0,28638.07,6605.16,0,63397.43,9000.43,0.0978,0
REC02305,Single,43,OH,100091.59,0.0,0.0,18703.44,11079.64,2,72788.15,11066.39,0.1106,0
REC02306,Single,37,FL,15438.12,11164.99,0.0,2454.84,8158.98,3,11248.27,1124.83,0.0729,0
REC02307,MarriedJointly,32,OH,133958.49,31894.93,0.0,46216.45,10823.96,0,119636.97,21755.37,0.1624,0
REC02308,Single,28,PA,37958.2,1001.33,0.0,4538.52,3217.03,1,30121.01,3382.52,0.0891,0
REC02309,Single,30,TX,44969.41,0.0,0.0,5243.5,7568.8,0,39725.91,4535.11,0.1008,0
REC02310,MarriedJointly,22,GA,494007.22,774.96,35639.99,80000.0,10121.27,1,446122.17,126517.51,0.2561,0
REC02311,MarriedSeparately,63,WA,76229.11,5409.17,0.0,7919.99,12969.2,0,73718.29,11271.02,0.1479,0
REC02312,MarriedJointly,29,IL,43955.89,0.0,0.0,7464.71,3443.26,0,36491.18,4146.94,0.0943,0
REC02313,MarriedJointly,32,TX,10257.5,0.0,0.0,14516.7,4636.19,2,0.0,0.0,0.0,1
REC02314,HeadOfHousehold,26,NY,182008.98,6968.13,0.0,18312.49,10021.15,0,170664.62,34002.01,0.1868,0
REC02315,Single,50,NC,20411.06,0.0,0.0,4570.28,14446.37,0,15840.78,1668.89,0.0818,0
REC02316,Single,27,OH,26829.27,4744.78,0.0,4347.78,9143.52,3,14326.27,1487.15,0.0554,0
REC02317,Single,33,WA,45932.04,5828.32,0.0,8666.01,3560.16,4,25894.35,2875.32,0.0626,0
REC02318,Single,64,NC,185930.72,3594.75,0.0,20221.62,3638.22,0,169303.85,33675.42,0.1811,0
REC02319,Single,60,CA,111145.12,3227.99,3000.93,31160.65,8539.38,1,81913.39,13073.95,0.1176,0
REC02320,HeadOfHousehold,28,GA,52771.68,0.0,0.0,7620.95,9430.31,1,40850.73,4670.09,0.0885,0
REC02321,MarriedJointly,65,CA,76621.55,0.0,0.0,11708.96,7114.91,1,60612.59,8387.77,0.1095,0
REC02322,MarriedJointly,33,GA,37037.69,5163.31,0.0,4653.64,3683.72,3,24647.36,2725.68,0.0736,0
REC02323,Single,54,NC,66951.45,0.0,16286.95,12072.76,12405.66,2,62565.64,8817.44,0.1317,0
REC02324,MarriedSeparately,40,IL,63492.01,0.0,0.0,12004.62,6605.12,2,42887.39,4914.49,0.0774,0
REC02325,HeadOfHousehold,74,PA,129964.41,0.0,0.0,27149.57,10107.86,0,102814.84,17718.06,0.1363,0
REC02326,MarriedSeparately,57,CA,129799.02,0.0,0.0,44166.78,907.33,0,85632.24,13892.09,0.107,0
REC02327,Single,40,NC,88892.4,5725.33,0.0,28570.69,12804.62,1,61747.04,8637.35,0.0972,0
REC02328,MarriedJointly,42,CA,44807.1,0.0,0.0,10431.89,5260.76,0,34375.21,3893.03,0.0869,0
REC02329,Single,40,WA,108386.39,0.0,0.0,6684.3,13378.74,0,101702.09,17451.0,0.161,0
REC02330,Single,64,TX,55627.07,7.1,87749.44,12998.83,10450.95,0,130384.78,24334.85,0.4375,0
REC02331,Single,30,NC,25196.7,4104.5,0.0,2000.0,2285.04,0,27301.2,3044.14,0.1208,0
REC02332,MarriedJointly,66,WA,43363.34,4465.99,0.0,11409.04,8982.11,0,36420.29,4138.43,0.0954,0
REC02333,MarriedJointly,43,WA,64062.96,17886.51,0.0,10700.01,14626.13,0,71249.46,10727.88,0.1675,0
REC02334,Single,40,IL,124016.84,2243.0,5667.28,37367.38,5608.33,0,94559.74,15856.14,0.1279,0
REC02335,Single,58,GA,51698.16,2505.48,0.0,17203.02,14633.3,1,32700.62,3692.07,0.0714,0
REC02336,MarriedJointly,32,IL,22757.29,0.0,0.0,3985.55,9542.93,1,14471.74,1504.61,0.0661,0
REC02337,Single,46,NC,62654.66,365.73,0.0,11789.51,13361.43,0,51230.88,6323.79,0.1009,0
REC02338,Single,56,CA,65562.87,0.0,0.0,14885.67,8637.94,3,37777.2,4301.26,0.0656,0
REC02339,Single,26,WA,69471.38,1436.28,16060.42,7582.09,7504.1,1,75085.99,11571.92,0.1666,0
REC02340,MarriedJointly,66,TX,124978.53,0.0,2122.16,41017.94,15348.65,2,77482.75,12099.2,0.0968,0
REC02341,Single,52,OH,135284.95,0.0,0.0,24337.76,10885.61,3,98047.19,16623.38,0.1229,0
REC02342,Single,35,PA,37221.11,0.0,0.0,3723.83,7058.71,0,33497.28,3787.67,0.1018,0
REC02343,Single,34,IL,36573.72,0.0,1316.85,10197.47,9695.55,0,27693.1,3091.17,0.0845,0
REC02344,HeadOfHousehold,55,TX,26051.77,2933.09,0.0,3015.37,5740.62,0,25969.49,2884.34,0.1107,0
REC02345,MarriedJointly,55,NY,104720.75,1676.72,0.0,9745.19,8431.54,0,96652.28,16316.5,0.1558,0
REC02346,MarriedJointly,39,GA,190814.32,11317.57,0.0,41761.93,12782.49,0,160369.96,31531.29,0.1652,0
REC02347,Single,27,GA,46533.81,9886.75,0.0,11700.86,7352.59,2,36119.7,4102.36,0.0882,0
REC02348,MarriedJointly,72,PA,49358.02,0.0,15287.73,10901.65,4501.92,0,53744.1,6876.7,0.1393,0
REC02349,Single,63,TX,193576.11,131.52,0.0,47804.24,4132.47,4,128703.39,23931.31,0.1236,0
REC02350,MarriedJointly,42,PA,89719.76,0.0,0.0,7595.42,8294.47,2,73524.34,11228.35,0.1251,0
REC02351,HeadOfHousehold,61,CA,84879.56,1688.2,0.0,16365.24,4769.79,1,65902.52,9551.55,0.1125,0
REC02352,MarriedJointly,26,GA,23092.58,0.0,3176.5,3627.97,2269.04,0,22641.11,2484.93,0.1076,0
REC02353,MarriedSeparately,23,GA,103051.33,0.0,0.0,35244.65,3205.65,1,63506.68,9024.47,0.0876,0
REC02354,MarriedJointly,27,IL,28472.41,2336.13,0.0,2000.0,12700.4,0,28808.54,3225.02,0.1133,0
REC02355,Single,71,NC,24167.98,10978.35,27098.77,3371.15,7430.51,0,58873.95,8005.27,0.3312,0
REC02356,HeadOfHousehold,29,CA,45368.93,3017.78,0.0,37395.89,8231.06,2,24698.88,2731.87,0.0602,1
REC02357,Single,23,OH,37472.62,1893.42,0.0,12929.88,4133.56,0,26436.16,2940.34,0.0785,0
REC02358,MarriedJointly,44,IL,50147.31,0.0,0.0,14917.34,5674.02,1,30929.97,3479.6,0.0694,0
REC02359,Single,41,GA,18905.62,9469.55,0.0,2000.0,5544.98,2,17775.17,1901.02,0.1006,0
REC02360,Single,25,GA,128933.63,9278.88,14551.91,28159.94,6892.92,0,124604.48,22947.58,0.178,0
REC02361,Single,36,PA,147583.45,0.0,0.0,25094.63,1366.4,1,118188.82,21407.82,0.1451,0
REC02362,Single,51,FL,12608.49,0.0,7000.72,3680.87,12358.7,1,11628.34,1163.4,0.0923,0
REC02363,MarriedJointly,41,CA,130975.59,0.0,0.0,8710.83,7934.3,0,122264.76,22386.04,0.1709,0
REC02364,MarriedJointly,45,NY,31306.38,4257.47,11496.41,3416.74,8808.34,2,35043.52,3973.22,0.1269,0
REC02365,Single,30,IL,118845.6,0.0,0.0,23383.88,11657.35,3,82561.72,13216.58,0.1112,0
REC02366,Single,73,CA,56683.75,0.0,0.0,5515.01,11350.97,1,46868.74,5392.25,0.0951,0
REC02367,MarriedJointly,42,FL,61268.46,0.0,0.0,15795.9,5699.68,1,41172.56,4708.71,0.0769,0
REC02368,Single,59,OH,51633.29,0.0,0.0,15295.34,10417.87,1,32037.95,3612.55,0.07,0
REC02369,MarriedJointly,62,OH,157897.82,203.1,0.0,41267.54,10376.72,2,108233.38,19018.51,0.1204,0
REC02370,MarriedJointly,34,IL,22210.7,7198.88,0.0,4044.24,9263.92,1,21065.34,2295.84,0.1034,0
REC02371,MarriedSeparately,26,IL,97369.89,0.0,0.0,30527.05,12244.48,0,66842.84,9758.42,0.1002,0
REC02372,MarriedJointly,67,NY,144504.24,0.0,0.0,13194.08,11198.13,0,131310.16,24556.94,0.1699,0
REC02373,Single,35,PA,106199.22,0.0,0.0,13604.29,10909.48,3,79694.93,12585.88,0.1185,0
REC02374,MarriedJointly,71,OH,384523.1,14674.82,0.0,75697.95,13461.12,0,323499.97,83599.74,0.2174,0
REC02375,Single,28,TX,39216.1,0.0,78686.86,2682.44,8114.64,1,110920.52,19663.42,0.5014,0
REC02376,Single,27,WA,128777.82,0.0,0.0,10135.55,8231.08,2,110042.27,19452.64,0.1511,0
REC02377,MarriedJointly,33,IL,55002.15,691.35,3499.77,9308.18,11276.81,0,49885.09,6027.72,0.1096,0
REC02378,Single,67,CA,160608.48,0.0,0.0,53509.27,7286.18,1,102799.21,17714.31,0.1103,0
REC02379,MarriedJointly,72,WA,59506.97,6222.3,17074.38,19192.43,9926.43,0,63611.22,9047.47,0.152,0
REC02380,MarriedSeparately,37,NY,43901.31,0.0,0.0,8332.14,5759.57,3,22669.17,2488.3,0.0567,0
REC02381,MarriedSeparately,72,NY,170221.83,3459.79,15966.33,15770.64,0.0,0,173877.31,34773.05,0.2043,0
REC02382,HeadOfHousehold,53,IL,40406.68,0.0,0.0,4179.36,10391.5,0,36227.32,4115.28,0.1018,0
REC02383,Single,63,CA,19337.85,0.0,0.0,3157.17,1805.28,1,11880.68,1193.68,0.0617,0
REC02384,Single,32,WA,39597.55,0.0,4039.03,4475.4,5203.54,2,30561.18,3435.34,0.0868,0
REC02385,MarriedJointly,25,WA,98245.66,1417.9,0.0,7357.88,11280.05,0,92305.68,15360.25,0.1563,0
REC02386,Single,50,WA,182340.48,18893.0,0.0,272850.49,11327.05,0,155259.38,30304.75,0.1662,1
REC02387,MarriedJointly,73,NY,65440.95,0.0,56655.86,14687.21,12701.09,0,107409.6,18820.8,0.2876,0
REC02388,MarriedJointly,55,IL,171881.0,2663.58,0.0,23614.56,0.0,0,150930.02,29265.7,0.1703,0
REC02389,MarriedJointly,30,CA,20200.45,820.49,0.0,5730.55,9184.05,2,6690.39,669.04,0.0331,0
REC02390,Single,31,NC,41998.5,7693.31,0.0,11876.53,6969.26,0,37815.28,4305.83,0.1025,0
REC02391,Single,29,CA,47531.12,650.85,0.0,9377.92,11952.86,2,30204.05,3392.49,0.0714,0
REC02392,Single,57,TX,54630.76,0.0,72118.56,45094.3,13905.44,2,113835.69,20363.07,0.3727,1
REC02393,Single,53,FL,64040.79,1188.24,0.0,20847.89,2764.34,3,31481.14,3545.74,0.0554,0
REC02394,MarriedSeparately,66,NC,104060.61,0.0,0.0,26077.4,8063.53,1,73683.21,11263.31,0.1082,0
REC02395,Single,27,GA,41946.68,0.0,0.0,5206.22,11330.53,0,36740.46,4176.86,0.0996,0
REC02396,Single,27,NC,66917.98,0.0,0.0,15601.01,6648.01,0,51316.97,6342.73,0.0948,0
REC02397,Single,48,OH,57751.33,442.35,80945.57,9904.73,14982.78,3,116334.52,20962.78,0.363,0
REC02398,MarriedJointly,23,NC,28546.46,3123.13,0.0,6868.42,6394.12,2,16201.17,1712.14,0.06,0
REC02399,MarriedJointly,30,TX,54669.8,6893.82,0.0,10505.42,6799.19,1,46758.2,5378.98,0.0984,0
REC02400,Single,59,CA,53373.65,1252.98,0.0,10442.11,3706.77,3,31284.52,3522.14,0.066,0
REC02401,Single,26,FL,52466.78,1241.82,115503.23,14206.15,8615.68,2,146405.68,28179.86,0.5371,0
REC02402,Single,55,WA,61414.89,0.0,0.0,14378.31,0.0,3,34136.58,3864.39,0.0629,0
REC02403,Single,35,TX,63610.82,0.0,0.0,4706.3,7008.94,1,54604.52,7065.99,0.1111,0
REC02404,MarriedJointly,31,NC,42368.64,0.0,0.0,2949.37,13075.88,2,30819.27,3466.31,0.0818,0
REC02405,MarriedJointly,68,IL,165739.37,0.0,0.0,23452.58,2412.93,2,133686.79,25127.33,0.1516,0
REC02406,Single,70,OH,23492.01,0.0,0.0,4206.8,1526.79,0,19285.21,2082.23,0.0886,0
REC02407,Single,28,WA,33631.69,0.0,0.0,46145.86,12464.89,3,16273.25,1720.79,0.0512,1
REC02408,HeadOfHousehold,41,FL,553474.47,2079.28,23823.98,80000.0,13006.81,0,499377.73,145156.96,0.2623,0
REC02409,MarriedJointly,32,PA,26097.82,1914.6,31853.83,2832.46,2577.25,0,57033.79,7600.43,0.2912,0
REC02410,MarriedJointly,34,WA,20272.01,15678.16,7593.16,5295.91,14930.98,2,29647.42,3325.69,0.1641,0
REC02411,Single,74,OH,107751.33,7781.24,0.0,126021.26,9729.81,1,80852.6,12840.57,0.1192,1
REC02412,MarriedJointly,38,PA,11365.12,0.0,0.0,2000.0,12194.98,2,765.12,76.51,0.0067,0
REC02413,Single,58,WA,49601.72,1028.75,0.0,12164.42,4832.52,0,38466.05,4383.93,0.0884,0
REC02414,MarriedJointly,65,OH,333253.9,0.0,0.0,80000.0,13956.24,0,253253.9,59013.62,0.1771,0
REC02415,HeadOfHousehold,57,CA,17396.97,0.0,0.0,2000.0,6927.93,0,15396.97,1615.64,0.0929,0
REC02416,Single,54,OH,12264.06,893.49,14407.93,3958.73,6751.86,1,19306.75,2084.81,0.17,0
REC02417,Single,31,NY,18045.56,0.0,0.0,4183.22,9929.51,2,5262.34,526.23,0.0292,0
REC02418,Single,55,CA,122846.1,0.0,8470.31,27920.89,6431.9,0,103395.52,17857.42,0.1454,0
REC02419,Single,66,GA,147240.32,0.0,0.0,9655.55,1917.18,1,133284.77,25030.84,0.17,0
REC02420,Single,34,IL,39732.67,5347.53,0.0,10906.22,8527.07,0,34173.98,3868.88,0.0974,0
REC02421,Single,46,OH,103421.68,5303.76,0.0,20010.22,6727.03,2,80115.22,12678.35,0.1226,0
REC02422,MarriedJointly,65,NC,182080.52,0.0,2324.44,48497.57,4928.35,0,135907.39,25660.27,0.1409,0
REC02423,MarriedJointly,54,FL,250165.29,1919.88,22206.71,73236.97,12962.11,2,192454.91,39272.07,0.157,0
REC02424,Single,31,TX,49164.73,0.0,0.0,10183.93,17569.31,0,38980.8,4445.7,0.0904,0
REC02425,HeadOfHousehold,73,IL,9497.87,0.0,0.0,2000.0,4323.5,0,7497.87,749.79,0.0789,0
REC02426,Single,45,TX,31048.22,0.0,163086.43,2871.08,8789.76,2,182663.57,36881.76,1.1879,0
REC02427,HeadOfHousehold,26,CA,42555.17,1197.11,0.0,4176.83,6406.24,1,35275.45,4001.05,0.094,0
